X,Y,OBJECTID,Bridge_Department_Number,Bridge_Name,Bridge_Identification_Number__B,Highway_Agency_District,Town,Latitude,Longitude,Feature_Intersected,Facility_Carried,Structure_Material,Structure_Type,Year_Built,Year_Reconstructed,Type_of_Service,Structure_Length,Bridge_Owner,Structurally_Deficient,BridgeInspectionDate,Posted,Structure_Category,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-71.474720730594015,42.423177672088869,4905,M10001,,APJ,03,Maynard,42.423169,-71.47472,WATER ASSABET RIVER,HWY   WHITE PND RD,Prestressed concrete continuous,Box Beam or Girders - Single or Spread,2007,0,Highway-pedestrian,31.9,MUN,NO,2016-08-04 00:00:00,Open,Bridge (NBI),{7AF6B26E-1DF2-4FD8-89C4-BCEA6FF87A4C},,,,
-71.435278676177319,42.188926628660468,4906,H20003,,7XD,03,Holliston,42.188918,-71.43527797,RR    ABANDONED CSX,HWY   HIGHLAND STR,Masonry,Arch - Deck,1850,0,Highway,5.2,DOT,NO,2016-12-08 00:00:00,Open,Short Span Bridge,{5284E18D-AC8E-4C59-95D4-0EF8D10F1C6F},,,,
-72.144213934731923,42.628489688062892,4907,R12015,,AU2,02,Royalston,42.628481,-72.14421297,WATER MILLERS RIVER,ST 68 S ROYLSTN RD,Prestressed concrete,Box Beam or Girders - Multiple,2002,0,Highway-pedestrian,33.5,MUN,NO,2016-08-05 00:00:00,Open,Bridge (NBI),{95311011-EF0B-4D6C-8493-957CD66403DC},,,,
-72.75102316471569,42.682828650117557,4908,C18017,,AU4,01,Colrain,42.68281997,-72.751022,WATER W BR NORTH RIVER,HWY   WH ARCHB RD,Prestressed concrete,Box Beam or Girders - Single or Spread,2002,0,Highway,22.5,MUN,NO,2016-11-03 00:00:00,Open,Bridge (NBI),{149695BB-C843-4D52-9710-AB6629D5474B},,,,
-71.206389547781995,42.69059206407897,4909,A09029,,AU5,04,Andover,42.69058333,-71.20638889,I  93,HWY   RIVER RD,Steel continuous,Stringer/Multi-beam or Girder,2001,0,Highway,67.6,DOT,NO,2017-02-21 00:00:00,Open,Bridge (NBI),{017ED039-9DB3-4F4E-96D6-778383263D4F},,,,
-70.862083883604711,42.771983757543808,4910,N10006,Noyes-Walton Friendship Bridge,AU8,04,Newbury,42.771975,-70.86208333,WATER LITTLE RIVER,HWY   NEWMAN RD,Prestressed concrete continuous,Slab,2000,0,Highway,27.2,MUN,NO,2015-05-05 00:00:00,Open,Bridge (NBI),{BAA8EE22-E036-450A-A7F7-48D2807C61E3},,,,
-71.3592923629854,42.459855905204861,4911,C19006,NASHAWTUC BRIDGE,2CU,04,Concord,42.45984722,-71.35929167,WATER SUDBURY RIVER,HWY   NASHAWTUC RD,Masonry,Arch - Deck,1883,0,Highway,16.3,MUN,NO,2015-08-03 00:00:00,Open,Bridge (NBI),{293EE898-8C16-483F-A5C7-D8E01A0EB143},,,,
-71.349864581463606,42.471314240703244,4912,C19013,FLINT'S BRIDGE,2CW,04,Concord,42.47130556,-71.34986389,WATER CONCORD RIVER,HWY   MONUMENT ST,Masonry,Arch - Deck,1877,2009,Highway,57.3,MUN,NO,2017-03-29 00:00:00,Open,Bridge (NBI),{7995E62F-47DA-464F-856A-4E69D3F5297A},,,,
-71.331736809448259,42.666994834198888,4913,D11005,Hellenic  Farmers Memorial Bridge,2CX,04,Dracut,42.66698611,-71.33173611,WATER BEAVER BROOK,HWY   PHINEAS ST,Steel,Box Beam or Girders - Single or Spread,1995,0,Highway-pedestrian,42.3,MUN,NO,2015-05-05 00:00:00,Open,Bridge (NBI),{E030A803-558B-499A-B946-D45AA8FF6308},,,,
-71.31669066445572,42.647950719823918,4914,L15048,,2CY,04,Lowell,42.647942,-71.31668997,WATER WESTERN CANAL,HWY   MOODY ST,Prestressed concrete,Slab,1913,1996,Highway-pedestrian,13.1,MUN,NO,2015-10-23 00:00:00,Open,Bridge (NBI),{AD4D46A5-2BC2-418F-8F99-B5C1EDF516A1},,,,
-71.547222753549732,42.394452663974526,4915,H25007,,AWV,03,Hudson,42.394444,-71.547222,WATER ASSABET RIVER,ST 62 MAIN ST,Steel continuous,Stringer/Multi-beam or Girder,2009,0,Highway-pedestrian,33.8,DOT,NO,2016-01-06 00:00:00,Open,Bridge (NBI),{BB38341B-E818-4E79-B026-78D6D4E86A7E},,,,
-71.231167620962282,42.38225864430138,4916,W04018,,AWW,04,Waltham,42.38224997,-71.23116697,WATER LYMAN POND CREEK,HWY   LYMAN ST,Concrete,Slab,1999,0,Highway-pedestrian,13,MUN,NO,2015-12-08 00:00:00,Open,Bridge (NBI),{2B7831DC-BC4D-44EE-879E-F9BBFA86AE7E},,,,
-72.71377008924587,42.112485543717177,4917,W25003,Massachusetts Army National Guard Bridge,AX0,02,Westfield,42.11247697,-72.71376897,WATER POWDER MILL BROOK,US 20 SPRINGFLD RD,Steel continuous,Stringer/Multi-beam or Girder,2005,0,Highway-pedestrian,136.5,DOT,NO,2016-12-15 00:00:00,Open,Bridge (NBI),{40C85CF2-91CD-493C-8A3E-60ECBEC23336},,,,
-72.372029979006754,42.130877559142874,4918,M27069,,688,02,Monson,42.13086897,-72.37202897,WATER TWELVEMILE BROOK,HWY   REIMER RD,Concrete,Slab,1938,0,Highway,3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{D6DDFCAE-3E5D-4E40-852C-68609A443D13},,,,
-72.311797956329656,42.07696457899717,4919,M27039,,689,02,Monson,42.076956,-72.31179697,WATER CHICOPEE BROOK,ST 32 STAFFORD ST,Concrete,Slab,1900,1938,Highway,7.6,DOT,NO,2016-07-28 00:00:00,Open,Short Span Bridge,{35051EA7-0F79-4555-A3B9-A25246A75A92},,,,
-72.312784957621218,42.080428551761912,4920,M27031,,68A,02,Monson,42.08041997,-72.31278397,WATER CHICOPEE BROOK,HWY   ROBBINS RD,Steel,Culvert (includes frame culverts),1960,0,Highway,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{776E2958-70FB-4582-9217-3AE2CD3A0B57},,,,
-72.357287968515294,42.036616568426524,4921,M27037,,68B,02,Monson,42.036608,-72.35728697,WATER SCANTIC RIVER,HWY   BRADWAY RD,Wood or Timber,Stringer/Multi-beam or Girder,1850,1938,Highway,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{DD32BEAB-92EF-488B-B1AF-39FD74CB4430},,,,
-72.31535998479265,42.083979551932579,4922,M27041,,68C,02,Monson,42.08397097,-72.315359,WATER CHICOPEE BROOK,HWY   MAPLE ST,-,-,1850,1900,Highway,0,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{922891E9-B3DA-4465-AE7B-7D607C59C8E9},,,,
-70.993084533152143,42.224594649463008,4923,B21006,PVT. OPFERKUCH BRI,339,06,Braintree,42.224586,-70.99308397,WATER MONATIQUOT RIVER,HWY   ADAMS ST,Prestressed concrete,Slab,1971,0,Highway-pedestrian,14,MUN,NO,2016-05-05 00:00:00,Open,Bridge (NBI),{0F2C4B5B-F3D3-4A41-908E-532CF33DB953},,,,
-70.995299562726174,42.224712649922388,4924,B21005,"ROBERT ""BOE"" ZOPATTI",33A,06,Braintree,42.224704,-70.995299,WATER MONATIQUOT RIVER,HWY   ADAMS ST,Prestressed concrete,Box Beam or Girders - Single or Spread,1886,1998,Highway-pedestrian,10.6,MUN,NO,2016-01-21 00:00:00,Open,Bridge (NBI),{A2E46717-FB36-41B8-BAE9-BD8CF1DA415C},,,,
-70.973713555456371,42.222305621990053,4925,B21002,CPL KENNETH E GREEN,33B,06,Braintree,42.22229697,-70.973713,WATER MONATIQUOT RIVER,HWY   SHAW ST,Steel,Stringer/Multi-beam or Girder,1969,0,Highway-pedestrian,17.4,MUN,NO,2016-05-27 00:00:00,Open,Bridge (NBI),{F4BB6132-8F45-44CE-9BE7-647B2F1D3C64},,,,
-70.996454562549744,42.223767649533286,4926,B21031,PVT.NEWCOMB BRIDGE,33C,06,Braintree,42.223759,-70.996454,WATER MONATIQUOT RIVER,HWY   MIDDLE ST,Concrete,Culvert (includes frame culverts),1955,0,Highway-pedestrian,15.8,MUN,NO,2016-05-06 00:00:00,Open,Bridge (NBI),{30016A24-67AD-4F7D-9941-865EC198E48C},,,,
-70.998161535135978,42.203188645736944,4927,B21067,JOHN McDONNELL,33D,06,Braintree,42.20318,-70.99816097,WATER MONATIQUOT RIVER,HWY   JW MAHER HWY,Prestressed concrete,Slab,1982,0,Highway-pedestrian,15.5,MUN,NO,2015-07-02 00:00:00,Open,Bridge (NBI),{AE926724-3082-4F8C-80DA-B055AFF4C9C3},,,,
-71.870582704724725,42.608235527206688,4928,W28017,,1LK,03,Westminster,42.60822683,-71.87058183,WATER PHILLIPS BROOK,ST 12 ASHBURNHM ST,Concrete continuous,Tee Beam,1926,0,Highway,18.6,DOT,YES,2016-08-30 00:00:00,Posted For Load,Bridge (NBI),{6F390F9A-E062-4B89-9BD1-0EE747051A35},,,,
-71.744019658698079,42.537521517692682,4929,L08030,,1LL,03,Leominster,42.53751283,-71.74401883,ST  2,ST 13 MAIN ST,Steel,Stringer/Multi-beam or Girder,1949,0,Highway-pedestrian,29.3,DOT,NO,2016-10-23 00:00:00,Open,Bridge (NBI),{F974F4E0-B357-488F-A785-4B058F904543},,,,
-71.742447658350713,42.53966668461036,4930,L08002,,1LM,03,Leominster,42.539658,-71.74244683,WATER N NASHUA RIVER,ST 13 MAIN ST,Masonry,Arch - Deck,1872,2004,Highway-pedestrian,26.2,DOT,NO,2016-08-25 00:00:00,Open,Bridge (NBI),{0BEE70F2-106F-482C-AA89-2A37E8BEF0FE},,,,
-71.680368798742705,42.432725500073069,4931,C16001,,1LN,03,Clinton,42.43271683,-71.680368,WATER S BR NASHUA RIVER,ST110 HIGH ST,Concrete continuous,Tee Beam,1942,0,Highway-pedestrian,39,DOT,NO,2015-07-01 00:00:00,Open,Bridge (NBI),{A024A096-B915-4441-9FCD-6505184D1910},,,,
-71.577687603923522,42.529819688161197,4932,H09004,,1LP,03,Harvard,42.529811,-71.57768683,WATER BOWERS BROOK,ST110 /ST111/AYER,Concrete,Tee Beam,1925,0,Highway,8.8,DOT,NO,2016-06-21 00:00:00,Open,Bridge (NBI),{ECCE9A0E-2BC8-45C1-A02C-DF7CCEA7B453},,,,
-71.031391546499194,42.24466965216925,4933,Q01041,Daniel Marini Memorial Bridge,3BD,06,Quincy,42.244661,-71.03139097,HWY   WILLARD ST,I  93 /US1/ST3,Steel,Stringer/Multi-beam or Girder,1958,1984,Highway,28.7,DOT,NO,2016-06-24 00:00:00,Open,Bridge (NBI),{0E63853D-540D-4B8D-839F-4C92F249FA81},,,,
-71.024625573180415,42.240097623834892,4934,Q01044,,3BE,06,Quincy,42.24008897,-71.024625,HWY   WEST ST,I  93 /US1/ST3,Steel,Stringer/Multi-beam or Girder,1956,1984,Highway,30.4,DOT,NO,2016-05-27 00:00:00,Open,Bridge (NBI),{829F7F15-9142-42E4-9A93-A922A343AB42},,,,
-71.085833934968932,42.393717011474799,4935,S17031,,3BH,04,Somerville,42.39370833,-71.08583333,ST 28 & ST38 & TEMPLE ST,I  93,Steel continuous,Stringer/Multi-beam or Girder,1973,0,Highway,716.9,DOT,NO,2017-04-11 00:00:00,Open,Bridge (NBI),{FBEB17AF-420D-4A71-9A36-DA19DED802C4},,,,
-71.135592626888368,42.545076706009333,4936,W38027,,803,04,Wilmington,42.545068,-71.135592,WATER BROOK,I  93,Concrete,Culvert (includes frame culverts),1958,0,Highway,3,DOT,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{0052D0A3-7826-4AF7-AD33-4ED94E74CBA0},,,,
-71.156575634000703,42.552826707009693,4937,W38012,,804,04,Wilmington,42.552818,-71.156575,WATER IPSWICH RIVER,HWY   WILDWOOD ST,-,-,1850,1900,,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{E64A790E-1165-4E6C-9AEE-164B963327C6},,,,
-71.158011634930503,42.570147682172617,4938,W38019,,805,04,Wilmington,42.57013897,-71.158011,WATER LUBBER BROOK,ST 62 MIDDLESEX AV,-,-,1850,1900,,5.2,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{BDE4B8E7-5D59-4213-916E-9DC961348E4C},,,,
-71.138993601444639,42.579783684111213,4939,W38020,,806,04,Wilmington,42.57977497,-71.13899297,WATER MARTINS BROOK,ST 62 SALEM ST,-,-,1850,1900,,3.4,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{69E0AA58-5251-4051-8D91-2F9707A1CDDD},,,,
-71.143727601948328,42.553871707479296,4940,W38021,,807,04,Wilmington,42.553863,-71.14372697,WATER IPSWICH RIVER,HWY   WOBURN ST,-,-,1850,1900,,4.3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{D1800604-809D-4666-8AD8-423C1671558C},,,,
-71.149971604547602,42.55209867932431,4941,W38023,,808,04,Wilmington,42.55208997,-71.14997097,WATER IPSWICH RIVER,HWY   FEDERAL ST,-,-,1850,1900,,5.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{49E33A4C-EC2A-4514-98CC-84FB413BD0E1},,,,
-71.645575621381553,42.455895505537043,4942,B15001,,206,03,Bolton,42.45588683,-71.64557483,WATER STILL RIVER,ST117  MAIN ST,Steel continuous,Stringer/Multi-beam or Girder,1937,1952,Highway,30.5,DOT,NO,2015-07-07 00:00:00,Open,Bridge (NBI),{ECDCE251-2151-4154-90FF-29D3EDAD2F26},,,,
-71.52663373969807,42.2916236452484,4943,S20015,Osgood T. Hadley,207,03,Southborough,42.291615,-71.526633,ST  9 TURNPIKE RD,ST 85 CRDVILLE RD,Steel continuous,Stringer/Multi-beam or Girder,1930,1989,Highway-pedestrian,40.8,DOT,NO,2015-11-16 00:00:00,Open,Bridge (NBI),{54554506-E6A1-48AE-AB10-27E4BF65006E},,,,
-72.818950167808836,42.374595589831657,4944,C12013,,0GB,01,Chesterfield,42.37458697,-72.818949,WATER DEAD BR WSTFLD RIV,HWY   EAST ST,Steel,Stringer/Multi-beam or Girder,1954,0,Highway,10.3,MUN,YES,2016-08-29 00:00:00,Open,Bridge (NBI),{5F9BCCF8-6D56-4CDD-AEF9-E276285B5B58},,,,
-72.807406165033527,42.393253621408498,4945,C12015,,0GC,01,Chesterfield,42.393245,-72.807405,WATER WEBSTER BROOK,HWY   OLD CHSTRFLD,Concrete,Culvert (includes frame culverts),1989,0,Highway,6.7,MUN,NO,2016-07-22 00:00:00,Open,Bridge (NBI),{18954B3F-FAD0-4284-A762-11C0D6C4F9DD},,,,
-72.876276188355362,42.400900592418978,4946,C12009,,0GD,01,Chesterfield,42.40089197,-72.876275,WATER BRONSON BRK WEST B,HWY   IRELAND ST,Steel,Girder and Floorbeam System,1938,1988,Highway,18.7,MUN,YES,2015-08-03 00:00:00,Posted For Load,Bridge (NBI),{4C4AA67D-4DFD-437E-A6B9-2B7CDECEEFF6},,,,
-72.776390061238672,42.676119787321532,4947,C18036,,0GE,01,Colrain,42.67611111,-72.77638889,WATER TAYLOR BROOK,HWY   HEATH RD,Steel,Stringer/Multi-beam or Girder,1939,0,Highway,8.4,MUN,NO,2016-08-02 00:00:00,Open,Bridge (NBI),{5992D5E0-59E5-43F9-B8FF-20945C1758C0},,,,
-72.772493143260604,42.674926648161971,4948,C18037,,0GG,01,Colrain,42.67491797,-72.77249197,WATER TAYLOR BROOK,HWY   HEATH RD,Steel,Stringer/Multi-beam or Girder,1939,0,Highway,8.5,MUN,NO,2016-08-26 00:00:00,Posted For Load,Bridge (NBI),{23E8B1FE-E3E3-4FA5-B2C9-A7545F9062A7},,,,
-71.772925842800475,42.673179709280475,4949,T07016,,273,03,Townsend,42.673171,-71.772925,WATER WILLARD BROOK,ST119 RIVER RD,Masonry,Arch - Deck,1908,1931,Highway,10.4,DOT,NO,2016-12-22 00:00:00,Open,Bridge (NBI),{22631D31-8C3C-4B68-ACDE-382D02D5A736},,,,
-71.434437710236807,42.300164650112499,4950,F07040,,275,03,Framingham,42.300156,-71.434437,ST  9 WORCESTER RD,HWY   MAIN ST,Prestressed concrete,Stringer/Multi-beam or Girder,1967,0,Highway-pedestrian,36,DOT,NO,2015-11-19 00:00:00,Open,Bridge (NBI),{5883F534-35E6-4968-9D0C-2B093FAF0E12},,,,
-71.58630959782603,42.364308657935453,4951,M06019,,27E,03,Marlborough,42.3643,-71.58630883,HWY   85 CONNECTOR,I 290 RAMP H,Steel,Stringer/Multi-beam or Girder,1978,0,Highway,26.5,DOT,NO,2017-03-21 00:00:00,Open,Bridge (NBI),{BF816F93-F5BB-4858-92C0-1C38379DCE83},,,,
-71.594648767780839,42.368873491469706,4952,H25016,,27F,03,Hudson,42.36886483,-71.594648,WATER ASSABET RIVER,I 495 NB,Steel,Stringer/Multi-beam or Girder,1963,0,Highway,25.9,DOT,YES,2015-07-30 00:00:00,Open,Bridge (NBI),{8CCE0DC4-7A8B-446B-85AA-FCCB7ACA9C04},,,,
-71.595303767172794,42.368390490751771,4953,H25016,,27G,03,Hudson,42.36838183,-71.595303,WATER ASSABET RIVER,I 495 SB,Steel,Stringer/Multi-beam or Girder,1963,0,Highway,25.3,DOT,NO,2015-07-30 00:00:00,Open,Bridge (NBI),{AE1F698B-EE45-4F19-AEF8-F99FE2E0E4D4},,,,
-71.596052768703942,42.371659491574292,4954,H25017,,27H,03,Hudson,42.37165083,-71.596052,HWY   RIVER RD,I 495 NB,Steel,Stringer/Multi-beam or Girder,1963,0,Highway,40.8,DOT,NO,2017-01-25 00:00:00,Open,Bridge (NBI),{ABABABBA-BB47-46B5-BF7C-BD302B68B24A},,,,
-71.596707600322418,42.371039658541562,4955,H25017,,27J,03,Hudson,42.371031,-71.59670683,HWY   RIVER RD,I 495 SB,Steel,Stringer/Multi-beam or Girder,1963,0,Highway,43,DOT,YES,2017-01-26 00:00:00,Open,Bridge (NBI),{C8BF2D52-E536-4FCE-89C7-CA1D577A0E13},,,,
-72.035692868832385,42.135756570759938,4956,C06021,,6MY,03,Charlton,42.13574797,-72.03569197,WATER GLOBE BROOK,US 20 STURBRDGE RD,Concrete,Frame (except frame culverts),1928,1961,Highway,4,DOT,NO,2015-06-04 00:00:00,Open,Short Span Bridge,{AE4D8ED6-506E-437D-83C8-B5D403288844},,,,
-71.971136985732102,42.107086373131018,4957,C06004,,6N1,03,Charlton,42.10707778,-71.97113611,WATER WABASH BROOK,ST 31 DRSSR HL RD,Concrete,Culvert (includes frame culverts),1850,1980,Highway,2.5,MUN,NO,2017-02-05 00:00:00,Open,Culvert,{F8A55935-47DC-4221-B908-14C55DE25B0A},,,,
-71.91519582770313,42.095062567322948,4958,C06009,,6N2,03,Charlton,42.09505397,-71.91519497,WATER STEARNS BROOK,HWY   PTTR VLGE RD,Concrete,Slab,1850,0,Highway,5.2,MUN,NO,2016-01-28 00:00:00,Open,Short Span Bridge,{F08F6459-3A66-44EA-B19D-8D5F22F786BE},,,,
-71.918068856135676,42.094726595179488,4959,C06010,,6N3,03,Charlton,42.094718,-71.918068,WATER STEARNS BROOK,HWY   PTTR VLGE RD,Steel,Stringer/Multi-beam or Girder,1907,1993,Highway,7.3,MUN,YES,2016-03-31 00:00:00,Closed,Short Span Bridge,{7481EC57-9F53-4A77-8476-17084AEFB828},,,,
-71.081669597872747,42.360913673335133,4960,C01045,029 MEMORIAL DR/UP LONGFELLOW,4DK,06,Cambridge,42.360905,-71.081669,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,Steel,Stringer/Multi-beam or Girder,1957,0,Highway-pedestrian,20.7,DOT,NO,2015-09-01 00:00:00,Posted(Load/Capacity Restriction),Bridge (NBI),{4A4EEB98-EF25-4165-9D61-99889CB55F3F},,,,
-71.078373569892491,42.362458673706897,4961,C01040,044 LAND BLVD/BROAD CANAL,4DL,06,Cambridge,42.36245,-71.07837297,WATER BROAD CANAL,HWY   LAND BLVD,Steel,Movable - Bascule,1956,0,Highway-pedestrian,53.3,DOT,YES,2016-06-09 00:00:00,Posted For Load,Bridge (NBI),{440A1307-37E0-4D35-B5BD-A96FC3D24489},,,,
-71.078850597413606,42.362513645947502,4962,C01008,045 FIRST ST BRIDGE,4DM,06,Cambridge,42.36250497,-71.07885,WATER BROAD CANAL,HWY   FIRST ST,Steel,Girder and Floorbeam System,1924,2000,Highway-pedestrian,36.6,DOT,YES,2016-06-07 00:00:00,Posted For Load,Bridge (NBI),{4141860E-3BA4-440C-A39F-C2E6041D7F8D},,,,
-71.079840596823402,42.360890644790274,4963,C01039,055 VIADUCT OUT MEMORIAL DRIVE,4DN,06,Cambridge,42.36088197,-71.07984,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,Prestressed concrete,Stringer/Multi-beam or Girder,1956,0,Highway,156.1,DOT,NO,2016-06-06 00:00:00,Posted(Load/Capacity Restriction),Bridge (NBI),{3A7448EA-9CD2-497C-A4EC-106ACF7FEC5B},,,,
-71.079627598243079,42.360742673068692,4964,C01038,056 VIADUCT IN MEMORIAL DRVE,4DP,06,Cambridge,42.360734,-71.079627,WATER CHARLES RIVER,HWY   MEMORL DR EB,Prestressed concrete,Stringer/Multi-beam or Girder,1956,0,Highway-pedestrian,267.6,DOT,YES,2016-06-06 00:00:00,Posted(Load/Capacity Restriction),Bridge (NBI),{5AB94C0F-D5AE-4FE9-BB93-E8AAF851B930},,,,
-72.071342918026801,42.285048626486315,4965,N17012,,6TT,03,North Brookfield,42.28504,-72.071342,WATER HORSEPOND BROOK,HWY   OAKHAM RD,Concrete,Culvert (includes frame culverts),1850,1900,Highway,4,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{80FA7098-2385-4894-80F6-DB1290143244},,,,
-72.096834923152016,42.222265586137325,4966,N17004,,6TU,03,North Brookfield,42.22225697,-72.096834,WATER MOORE BROOK,HWY   E BROOKFIELD,-,-,1850,1900,,4.6,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{C336DDF1-6261-4CBC-9174-6DB56994A7F0},,,,
-72.112809901939443,42.24208561615459,4967,N17005,,6TV,03,North Brookfield,42.242077,-72.11280897,WATER COYS BROOK,ST 67 W BROOKFIELD,Concrete,Culvert (includes frame culverts),1938,0,Highway,4.3,MUN,YES,2016-09-16 00:00:00,Posted For Load,Short Span Bridge,{1769A923-79C0-45C2-BFA5-94AEA956D1B5},,,,
-72.06790991318384,42.230472587952995,4968,N17009,,6TW,03,North Brookfield,42.23046397,-72.067909,WATER MOORE BROOK,HWY   E BROOKFIELD,-,-,1850,1900,,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{987CF3DA-370C-45A4-A84B-20E442CA0BCB},,,,
-72.076793890416724,42.255816620488979,4969,N17014,,6TX,03,North Brookfield,42.255808,-72.07679297,WATER FORGET ME NOT BRK,HWY   E BROOKFIELD,Concrete,Slab,1850,1900,,4.3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{32C8B7D0-9834-4292-8E34-7A7017FB5C97},,,,
-72.102767926144011,42.250670591269063,4970,N17007,,6TY,03,North Brookfield,42.25066197,-72.102767,WATER COYS BROOK,HWY   CIDER MLL RD,Concrete,Frame (except frame culverts),1939,0,Highway,3.6,MUN,YES,2016-12-11 00:00:00,Open,Short Span Bridge,{04F396AE-D96E-469B-A267-BB6ACC29C513},,,,
-70.962647793611509,42.553983713416017,4971,D03029,,89C,04,Danvers,42.553975,-70.96264722,WATER CRANE BROOK,ST114 ANDOVER ST,Concrete,Culvert (includes frame culverts),1850,1985,Highway,3.4,DOT,NO,2014-06-19 00:00:00,Open,Culvert,{6B47AFBB-80A9-4817-BDDC-CB5A4E8028B9},,,,
-70.927771559857007,42.568201717201504,4972,D03012,,89E,04,Danvers,42.568193,-70.927771,WATER FROST FISH BROOK,HWY   POPLAR ST,-,-,1850,1900,,3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{CE2AE53C-6738-4CA4-918C-4019E4719261},,,,
-70.793056074085342,42.625842065188635,4973,E11002,,89G,04,Essex,42.62583333,-70.79305556,WATER ESSEX RIVER,HWY   APPLE ST,Concrete,Slab,1949,0,Highway,5.3,MUN,NO,2015-11-06 00:00:00,Open,Short Span Bridge,{A8EEDD94-C632-4C22-8FFF-D80789427D45},,,,
-70.800077521467557,42.621317703142331,4974,E11004,,89H,04,Essex,42.62130897,-70.800077,WATER ESSEX RIVER,HWY   POND ST,Steel,Stringer/Multi-beam or Girder,1949,0,Highway,6.2,MUN,NO,2015-11-05 00:00:00,Open,Short Span Bridge,{AC9B1B82-8F5E-4F61-B984-C5D8C133C4DE},,,,
-71.55080176295661,42.524479521834913,4975,H09013,,1LQ,03,Harvard,42.52447083,-71.550801,ST  2,HWY   LITTLETON RD,Steel continuous,Stringer/Multi-beam or Girder,1950,1990,Highway-pedestrian,57.9,DOT,NO,2015-04-01 00:00:00,Open,Bridge (NBI),{FF0F5C2D-FA6D-493B-B5DE-9DDAC4982339},,,,
-71.60730375416918,42.08358460232801,4976,U02016,,1LR,03,Uxbridge,42.083576,-71.607303,WATER WEST RIVER,ST 16 MENDON ST,Masonry,Arch - Deck,1912,1949,Highway,9.4,DOT,NO,2015-09-09 00:00:00,Open,Bridge (NBI),{B48FBF59-E2FD-4EB2-9C50-DFE926CF8649},,,,
-71.619628757155269,42.079825574321831,4977,U02011,,1LT,03,Uxbridge,42.07981697,-71.619628,WATER BLACKSTONE RIVER,ST 16 MENDON ST,Steel,Stringer/Multi-beam or Girder,1954,0,Highway-pedestrian,24.1,DOT,NO,2015-09-03 00:00:00,Open,Bridge (NBI),{E4040B56-F8EA-49AC-8082-283A258080AF},,,,
-71.628285761106696,42.076616600782266,4978,U02009,Alice Bridges,1LU,03,Uxbridge,42.076608,-71.628285,WATER MUMFORD RIVER,ST 16 MENDON ST,Masonry,Arch - Deck,1900,0,Highway-pedestrian,15.2,DOT,NO,2015-07-10 00:00:00,Open,Bridge (NBI),{D505D284-296C-4824-A284-2511FE04E52F},,,,
-71.597733751494346,42.090189604754777,4979,U02042,,1LV,03,Uxbridge,42.090181,-71.597733,WATER ROCK MEADOW BROOK,ST 16 MENDON ST,Steel,Culvert (includes frame culverts),1949,2006,Highway,7.9,DOT,NO,2016-12-08 00:00:00,Open,Bridge (NBI),{44AA88B2-A0FC-4E42-B35A-2BB063CE6460},,,,
-71.084539600903483,42.391904677746702,4980,S17035,,3BJ,04,Somerville,42.391896,-71.084539,I  93 CONNECTORS,I  93 SB OFF RAMP,Steel continuous,Stringer/Multi-beam or Girder,1973,0,Highway,176.2,DOT,NO,2016-05-23 00:00:00,Open,Bridge (NBI),{B18F7925-6395-4D11-8F83-F9823590C932},,,,
-71.083472823220276,42.39178645614416,4981,S17036,,3BK,04,Somerville,42.39177778,-71.08347222,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,Steel,Stringer/Multi-beam or Girder,1973,0,Highway,113.4,DOT,YES,2016-08-17 00:00:00,Open,Bridge (NBI),{2560E0EB-CD29-4C40-89CA-FEB6DBE36F59},,,,
-71.084200601360678,42.392564233538607,4982,S17033,,3BL,04,Somerville,42.39255556,-71.0842,OTHER PEDESTRIAN,I  93 NB ON RAMP,Steel,Stringer/Multi-beam or Girder,1973,0,Highway,151.8,DOT,NO,2016-05-23 00:00:00,Open,Bridge (NBI),{FE873463-D5A5-4B3F-8C43-CB0D3699DF73},,,,
